Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,Top_10,P@10,R@10,F1@10,AP
66,Vetorial,0,0,"[('128', np.float64(0.3164), 0), ('1182', np.float64(0.287), 0), ('305', np.float64(0.2554), 0), ('375', np.float64(0.2542), 0), ('310', np.float64(0.2527), 0), ('664', np.float64(0.2407), 2), ('2', np.float64(0.2407), 0), ('191', np.float64(0.2401), 0), ('629', np.float64(0.2356), 2), ('659', np.float64(0.2339), 3)]",0.3,0.6,0.4,0.17835093011563602
67,Vetorial,0,0,"[('3', np.float64(0.4367), 1), ('4', np.float64(0.4203), 3), ('393', np.float64(0.3973), 3), ('664', np.float64(0.3604), 2), ('180', np.float64(0.3137), 1), ('2', np.float64(0.3111), 1), ('389', np.float64(0.2802), 3), ('458', np.float64(0.2778), 0), ('128', np.float64(0.276), 1), ('309', np.float64(0.2737), 0)]",0.8,0.5714285714285714,0.6666666666666666,0.6911481162345217
68,Vetorial,0,0,"[('628', np.float64(0.3599), -1), ('662', np.float64(0.1787), 2), ('974', np.float64(0.1667), 0), ('365', np.float64(0.1648), 0), ('254', np.float64(0.1639), 0), ('272', np.float64(0.1609), 0), ('125', np.float64(0.1543), 0), ('397', np.float64(0.1541), 0), ('308', np.float64(0.1481), 0), ('338', np.float64(0.1409), 0)]",0.1,0.2,0.13333333333333333,0.12763907734056987
69,Vetorial,0,0,"[('4', np.float64(0.2406), 0), ('540', np.float64(0.2195), -1), ('105', np.float64(0.1974), 0), ('365', np.float64(0.1963), 0), ('300', np.float64(0.1927), 0), ('664', np.float64(0.1908), 0), ('671', np.float64(0.1908), 0), ('264', np.float64(0.1877), 0), ('1383', np.float64(0.1864), 0), ('366', np.float64(0.1845), 0)]",0.0,0.0,0.0,0.09129117259552041
70,Vetorial,0,0,"[('540', np.float64(0.3885), -1), ('4', np.float64(0.3451), 0), ('180', np.float64(0.3359), 0), ('327', np.float64(0.329), 0), ('300', np.float64(0.31), 0), ('349', np.float64(0.3043), 0), ('62', np.float64(0.284), 2), ('494', np.float64(0.2692), 0), ('3', np.float64(0.2586), 0), ('1186', np.float64(0.2567), 0)]",0.1,0.1,0.10000000000000002,0.11378894637820247
71,Vetorial,0,0,"[('305', np.float64(0.3518), 0), ('63', np.float64(0.3326), 0), ('540', np.float64(0.3239), -1), ('573', np.float64(0.308), 0), ('26', np.float64(0.275), 0), ('525', np.float64(0.2659), 0), ('1253', np.float64(0.2619), 0), ('570', np.float64(0.2581), 0), ('310', np.float64(0.2561), 0), ('537', np.float64(0.2484), 0)]",0.0,0.0,0.0,0.04494316265342323
72,Vetorial,0,0,"[('1078', np.float64(0.2016), 0), ('139', np.float64(0.197), 0), ('193', np.float64(0.1654), 0), ('657', np.float64(0.1543), 0), ('315', np.float64(0.1542), 0), ('53', np.float64(0.1501), 0), ('1191', np.float64(0.1497), 0), ('666', np.float64(0.1439), 0), ('567', np.float64(0.1387), 0), ('668', np.float64(0.1365), 0)]",0.0,0.0,0.0,0.029914541675872264
73,Vetorial,0,0,"[('332', np.float64(0.3884), 2), ('541', np.float64(0.2762), -1), ('573', np.float64(0.2596), 3), ('577', np.float64(0.1831), 4), ('574', np.float64(0.1736), 3), ('1310', np.float64(0.1724), 0), ('625', np.float64(0.1719), 2), ('572', np.float64(0.1698), 2), ('410', np.float64(0.1619), 0), ('373', np.float64(0.1571), 0)]",0.6,0.3,0.4,0.3678933131360948
74,Vetorial,0,0,"[('26', np.float64(0.273), 0), ('1153', np.float64(0.2591), 0), ('1142', np.float64(0.212), 0), ('625', np.float64(0.2108), 0), ('1161', np.float64(0.2075), 0), ('280', np.float64(0.2001), 0), ('68', np.float64(0.1904), 0), ('364', np.float64(0.1829), 0), ('372', np.float64(0.1808), 0), ('1155', np.float64(0.1778), 0)]",0.0,0.0,0.0,0.042792548560676984
75,Vetorial,0,0,"[('324', np.float64(0.3131), 3), ('55', np.float64(0.2423), 0), ('73', np.float64(0.2408), 0), ('559', np.float64(0.234), 0), ('1393', np.float64(0.2335), 0), ('323', np.float64(0.2307), 0), ('629', np.float64(0.2212), 0), ('565', np.float64(0.2178), 0), ('283', np.float64(0.2088), 0), ('1258', np.float64(0.2005), 0)]",0.1,0.2,0.13333333333333333,0.23045558016488252
76,Vetorial,0,0,"[('666', np.float64(0.2697), 3), ('630', np.float64(0.2668), -1), ('667', np.float64(0.2651), 2), ('171', np.float64(0.2501), 0), ('565', np.float64(0.2486), 0), ('50', np.float64(0.2385), 0), ('668', np.float64(0.2336), 0), ('1198', np.float64(0.2284), 0), ('1394', np.float64(0.2278), 0), ('255', np.float64(0.2255), 0)]",0.2,0.2857142857142857,0.23529411764705882,0.27311338816094527
77,Vetorial,0,0,"[('329', np.float64(0.4813), 4), ('667', np.float64(0.3242), 3), ('668', np.float64(0.2707), 2), ('1264', np.float64(0.2673), 0), ('630', np.float64(0.2515), -1), ('170', np.float64(0.244), 0), ('345', np.float64(0.2389), 0), ('1395', np.float64(0.2382), 0), ('1391', np.float64(0.2319), 4), ('572', np.float64(0.2281), 0)]",0.4,0.6666666666666666,0.5,0.6232929711190581
78,Vetorial,0,0,"[('589', np.float64(0.3896), 3), ('543', np.float64(0.3617), -1), ('590', np.float64(0.3256), 3), ('588', np.float64(0.2982), 2), ('591', np.float64(0.2704), 0), ('216', np.float64(0.2619), 0), ('237', np.float64(0.2516), 0), ('578', np.float64(0.2377), 0), ('138', np.float64(0.226), 0), ('576', np.float64(0.2175), 0)]",0.3,1.0,0.4615384615384615,0.8055555555555555
79,Vetorial,0,0,"[('544', np.float64(0.3141), -1), ('748', np.float64(0.3095), 0), ('199', np.float64(0.2947), 0), ('597', np.float64(0.2551), 3), ('567', np.float64(0.2449), 0), ('600', np.float64(0.2408), 0), ('251', np.float64(0.2372), 0), ('755', np.float64(0.228), 0), ('175', np.float64(0.2088), 0), ('599', np.float64(0.2015), 0)]",0.1,0.2,0.13333333333333333,0.07848840037125208
80,Vetorial,0,0,"[('544', np.float64(0.2167), -1), ('790', np.float64(0.1865), 0), ('748', np.float64(0.1809), 0), ('599', np.float64(0.172), 0), ('251', np.float64(0.1487), 0), ('600', np.float64(0.1463), 0), ('814', np.float64(0.136), 0), ('199', np.float64(0.1352), 0), ('878', np.float64(0.1346), 0), ('606', np.float64(0.1214), 0)]",0.0,0.0,0.0,0.034010140326572055
81,Vetorial,0,0,"[('714', np.float64(0.2631), 0), ('631', np.float64(0.2103), -1), ('755', np.float64(0.1886), 0), ('1153', np.float64(0.1769), 0), ('598', np.float64(0.1742), 0), ('799', np.float64(0.1686), 4), ('876', np.float64(0.1631), 0), ('652', np.float64(0.1622), 0), ('594', np.float64(0.1592), 0), ('795', np.float64(0.1529), 0)]",0.1,0.5,0.16666666666666669,0.14583333333333331
82,Vetorial,0,0,"[('678', np.float64(0.278), 3), ('1334', np.float64(0.2455), 0), ('1339', np.float64(0.2309), 0), ('1332', np.float64(0.2291), 0), ('699', np.float64(0.2013), 0), ('677', np.float64(0.1996), 2), ('632', np.float64(0.1875), -1), ('465', np.float64(0.1871), 0), ('676', np.float64(0.178), 2), ('779', np.float64(0.1623), 0)]",0.3,0.6,0.4,0.3585854903390448
83,Vetorial,0,0,"[('1275', np.float64(0.3151), 0), ('753', np.float64(0.3086), 0), ('633', np.float64(0.2999), -1), ('898', np.float64(0.2808), 0), ('428', np.float64(0.2754), 0), ('680', np.float64(0.2473), 2), ('224', np.float64(0.2264), 0), ('1059', np.float64(0.2252), 0), ('1058', np.float64(0.2178), 0), ('232', np.float64(0.2034), 0)]",0.1,0.25,0.14285714285714288,0.0580011097355595
84,Vetorial,0,0,"[('398', np.float64(0.2598), 0), ('142', np.float64(0.2448), 3), ('294', np.float64(0.2359), 3), ('435', np.float64(0.2209), 0), ('1263', np.float64(0.216), 0), ('283', np.float64(0.2145), 0), ('959', np.float64(0.2074), 0), ('564', np.float64(0.2069), 0), ('872', np.float64(0.2067), 0), ('1310', np.float64(0.2041), 0)]",0.2,0.18181818181818182,0.1904761904761905,0.23057050482818048
85,Vetorial,0,0,"[('418', np.float64(0.201), 0), ('272', np.float64(0.1957), 0), ('315', np.float64(0.1929), 0), ('294', np.float64(0.1831), 0), ('1264', np.float64(0.1739), 0), ('293', np.float64(0.1654), 0), ('516', np.float64(0.1592), 0), ('876', np.float64(0.1573), 0), ('9', np.float64(0.155), 0), ('795', np.float64(0.1509), 0)]",0.0,0.0,0.0,0.013815889659169368
86,Vetorial,0,0,"[('755', np.float64(0.4113), -1), ('594', np.float64(0.2854), 3), ('790', np.float64(0.2535), 3), ('431', np.float64(0.2293), 0), ('600', np.float64(0.1994), 0), ('599', np.float64(0.1849), 0), ('188', np.float64(0.1738), 0), ('280', np.float64(0.1646), 0), ('179', np.float64(0.1643), 0), ('1153', np.float64(0.1588), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
87,Vetorial,0,0,"[('334', np.float64(0.3265), 0), ('1228', np.float64(0.3262), 0), ('26', np.float64(0.3196), 0), ('797', np.float64(0.2957), 0), ('439', np.float64(0.2951), 0), ('1198', np.float64(0.2792), 0), ('569', np.float64(0.2465), 0), ('707', np.float64(0.2406), 0), ('655', np.float64(0.2364), 0), ('903', np.float64(0.2359), 0)]",0.0,0.0,0.0,0.009150500533610004
88,Vetorial,0,0,"[('617', np.float64(0.3901), 3), ('548', np.float64(0.3799), -1), ('613', np.float64(0.3789), 2), ('616', np.float64(0.3461), 3), ('622', np.float64(0.3087), 0), ('614', np.float64(0.2584), 2), ('615', np.float64(0.2472), 2), ('618', np.float64(0.215), 4), ('162', np.float64(0.2075), 0), ('510', np.float64(0.2061), 0)]",0.6,1.0,0.7499999999999999,0.7579365079365079
89,Vetorial,0,0,"[('793', np.float64(0.2389), 2), ('801', np.float64(0.2344), 0), ('924', np.float64(0.234), 0), ('794', np.float64(0.2338), 2), ('200', np.float64(0.226), 0), ('757', np.float64(0.2216), -1), ('205', np.float64(0.2197), 0), ('752', np.float64(0.2104), 0), ('803', np.float64(0.2051), 0), ('797', np.float64(0.2047), 3)]",0.3,0.5,0.37499999999999994,0.3655864197530864
90,Vetorial,0,0,"[('358', np.float64(0.3616), 0), ('265', np.float64(0.3468), 0), ('1364', np.float64(0.2451), 3), ('1228', np.float64(0.2444), 0), ('1187', np.float64(0.2434), 4), ('71', np.float64(0.24), 0), ('311', np.float64(0.236), 3), ('457', np.float64(0.2354), 0), ('335', np.float64(0.2304), 3), ('291', np.float64(0.2237), 3)]",0.5,0.38461538461538464,0.4347826086956522,0.29032809696556394
91,Vetorial,0,0,"[('610', np.float64(0.2735), 0), ('252', np.float64(0.2331), 2), ('799', np.float64(0.201), 3), ('526', np.float64(0.1866), 0), ('503', np.float64(0.1852), 0), ('1062', np.float64(0.1746), 0), ('879', np.float64(0.1723), 0), ('316', np.float64(0.1715), 0), ('431', np.float64(0.1576), 0), ('801', np.float64(0.1575), 2)]",0.3,0.3333333333333333,0.3157894736842105,0.24179448046178845
92,Vetorial,0,0,"[('1247', np.float64(0.2672), 3), ('758', np.float64(0.2603), -1), ('810', np.float64(0.2157), 4), ('804', np.float64(0.201), 4), ('809', np.float64(0.198), 3), ('806', np.float64(0.1896), 4), ('808', np.float64(0.1875), 3), ('1252', np.float64(0.1823), 0), ('1243', np.float64(0.1802), 4), ('28', np.float64(0.1795), 0)]",0.7,0.5384615384615384,0.608695652173913,0.5412085510579107
93,Vetorial,0,0,"[('635', np.float64(0.4289), -1), ('691', np.float64(0.2932), 3), ('68', np.float64(0.2261), 0), ('1143', np.float64(0.1915), 0), ('355', np.float64(0.1869), 0), ('302', np.float64(0.1794), 0), ('144', np.float64(0.1773), 0), ('1336', np.float64(0.1548), 0), ('1161', np.float64(0.1536), 0), ('37', np.float64(0.1468), 0)]",0.1,1.0,0.18181818181818182,0.5
94,Vetorial,0,0,"[('1393', np.float64(0.4679), 3), ('559', np.float64(0.4324), 3), ('283', np.float64(0.4216), 3), ('1161', np.float64(0.3489), 4), ('983', np.float64(0.3365), 0), ('101', np.float64(0.3325), 4), ('662', np.float64(0.3241), 0), ('366', np.float64(0.3045), 0), ('564', np.float64(0.3008), 0), ('689', np.float64(0.2926), 4)]",0.6,0.5,0.5454545454545454,0.5644765459982851
95,Vetorial,0,0,"[('662', np.float64(0.3105), 4), ('564', np.float64(0.2376), 0), ('283', np.float64(0.229), 1), ('689', np.float64(0.2251), 0), ('872', np.float64(0.2187), 0), ('635', np.float64(0.2129), -1), ('1258', np.float64(0.2076), 0), ('1395', np.float64(0.2061), 0), ('628', np.float64(0.1992), 0), ('398', np.float64(0.1914), 0)]",0.2,1.0,0.33333333333333337,0.8333333333333333
96,Vetorial,0,0,"[('699', np.float64(0.3707), 4), ('637', np.float64(0.3487), -1), ('698', np.float64(0.3242), 4), ('779', np.float64(0.2899), 3), ('1334', np.float64(0.2824), 0), ('1339', np.float64(0.2798), 4), ('465', np.float64(0.2719), 0), ('1332', np.float64(0.2647), 0), ('632', np.float64(0.2515), 0), ('700', np.float64(0.251), 4)]",0.5,0.38461538461538464,0.4347826086956522,0.3624239160403073
97,Vetorial,0,0,"[('251', np.float64(0.1725), 0), ('1214', np.float64(0.1659), 0), ('779', np.float64(0.1648), 3), ('728', np.float64(0.1497), 0), ('36', np.float64(0.1481), 0), ('1260', np.float64(0.1426), 0), ('1391', np.float64(0.1389), 0), ('1270', np.float64(0.1324), 0), ('114', np.float64(0.1314), 0), ('329', np.float64(0.1296), 0)]",0.1,0.1,0.10000000000000002,0.05574037728190895
98,Vetorial,0,0,"[('1343', np.float64(0.1884), 0), ('673', np.float64(0.1703), 0), ('638', np.float64(0.1566), -1), ('311', np.float64(0.1441), 0), ('288', np.float64(0.1362), 0), ('902', np.float64(0.1236), 0), ('315', np.float64(0.1219), 0), ('1091', np.float64(0.1196), 0), ('1095', np.float64(0.1179), 0), ('712', np.float64(0.1146), 4)]",0.1,0.2,0.13333333333333333,0.027360136768834347
99,Vetorial,0,0,"[('639', np.float64(0.2648), -1), ('376', np.float64(0.1928), 0), ('414', np.float64(0.1913), 0), ('958', np.float64(0.1856), 0), ('719', np.float64(0.1787), 2), ('613', np.float64(0.1779), 0), ('715', np.float64(0.1652), 0), ('403', np.float64(0.163), 0), ('962', np.float64(0.161), 0), ('36', np.float64(0.1543), 0)]",0.1,0.25,0.14285714285714288,0.11590064375866535
100,Vetorial,0,0,"[('822', np.float64(0.4537), 2), ('1122', np.float64(0.4286), 2), ('760', np.float64(0.4146), -1), ('741', np.float64(0.412), 0), ('1171', np.float64(0.4113), 0), ('1126', np.float64(0.4054), 0), ('1013', np.float64(0.3611), 0), ('1068', np.float64(0.3564), 0), ('739', np.float64(0.3558), 0), ('897', np.float64(0.3521), 0)]",0.2,0.2222222222222222,0.2105263157894737,0.30224836585582004
101,Vetorial,0,0,"[('817', np.float64(0.347), 2), ('820', np.float64(0.3253), 3), ('819', np.float64(0.2848), 2), ('1119', np.float64(0.2804), 0), ('823', np.float64(0.2748), 0), ('825', np.float64(0.24), 3), ('826', np.float64(0.2356), 0), ('760', np.float64(0.2302), -1), ('818', np.float64(0.2174), 2), ('837', np.float64(0.2078), 0)]",0.5,0.8333333333333334,0.625,0.747181964573269
102,Vetorial,0,0,"[('910', np.float64(0.2333), 3), ('516', np.float64(0.1499), 0), ('660', np.float64(0.1414), 0), ('728', np.float64(0.1255), 1), ('1001', np.float64(0.1254), 0), ('998', np.float64(0.1252), 0), ('1039', np.float64(0.1166), 0), ('862', np.float64(0.1144), 0), ('1007', np.float64(0.1142), 0), ('729', np.float64(0.1134), -1)]",0.2,0.5,0.28571428571428575,0.3966645885286783
103,Vetorial,0,0,"[('761', np.float64(0.5039), -1), ('770', np.float64(0.3405), 0), ('720', np.float64(0.2993), 0), ('1048', np.float64(0.2937), 0), ('1127', np.float64(0.2665), 0), ('1050', np.float64(0.2619), 0), ('1049', np.float64(0.2577), 0), ('956', np.float64(0.2527), 0), ('1126', np.float64(0.2396), 0), ('669', np.float64(0.237), 0)]",0.0,0.0,0.0,0.026266526266526265
104,Vetorial,0,0,"[('762', np.float64(0.3074), -1), ('1024', np.float64(0.2189), 0), ('29', np.float64(0.213), 0), ('462', np.float64(0.2066), 0), ('644', np.float64(0.2008), 0), ('744', np.float64(0.1959), 0), ('1294', np.float64(0.1814), 0), ('1055', np.float64(0.1725), 0), ('1042', np.float64(0.1713), 0), ('819', np.float64(0.1686), 0)]",0.0,0.0,0.0,0.029311625796934953
105,Vetorial,0,0,"[('848', np.float64(0.4849), 3), ('764', np.float64(0.4608), -1), ('847', np.float64(0.2811), 4), ('1019', np.float64(0.2448), 0), ('890', np.float64(0.232), 0), ('1129', np.float64(0.2158), 0), ('117', np.float64(0.2136), 0), ('1071', np.float64(0.2109), 0), ('846', np.float64(0.2033), 4), ('763', np.float64(0.199), 0)]",0.3,0.6,0.4,0.4159601391964568
106,Vetorial,0,0,"[('908', np.float64(0.2858), 0), ('890', np.float64(0.2696), 0), ('764', np.float64(0.2664), -1), ('1129', np.float64(0.2409), 0), ('848', np.float64(0.2372), 0), ('594', np.float64(0.2328), 0), ('844', np.float64(0.2194), 4), ('847', np.float64(0.189), 2), ('886', np.float64(0.1759), 0), ('740', np.float64(0.1739), 0)]",0.2,0.4,0.26666666666666666,0.1298605240912933
107,Vetorial,0,0,"[('640', np.float64(0.3202), -1), ('909', np.float64(0.263), 4), ('725', np.float64(0.2597), 2), ('883', np.float64(0.2107), 0), ('811', np.float64(0.2023), 0), ('51', np.float64(0.1912), 0), ('29', np.float64(0.1911), 0), ('209', np.float64(0.1892), 0), ('220', np.float64(0.1888), 0), ('1279', np.float64(0.1883), 0)]",0.2,0.2857142857142857,0.23529411764705882,0.20014271962448713
108,Vetorial,0,0,"[('75', np.float64(0.393), 3), ('720', np.float64(0.289), 4), ('726', np.float64(0.2779), 2), ('768', np.float64(0.238), 0), ('1244', np.float64(0.2174), 0), ('883', np.float64(0.2166), 0), ('884', np.float64(0.2119), 0), ('909', np.float64(0.2039), 3), ('1208', np.float64(0.2017), 0), ('881', np.float64(0.199), 0)]",0.4,0.5714285714285714,0.47058823529411764,0.6832482993197279
109,Vetorial,0,0,"[('1008', np.float64(0.3464), 0), ('31', np.float64(0.3125), 0), ('859', np.float64(0.2945), 0), ('864', np.float64(0.2694), 0), ('856', np.float64(0.2612), 0), ('711', np.float64(0.2567), 0), ('5', np.float64(0.2461), 0), ('51', np.float64(0.2333), 0), ('158', np.float64(0.2318), 0), ('857', np.float64(0.2282), 0)]",0.0,0.0,0.0,0.02613187371063259
110,Vetorial,0,0,"[('1131', np.float64(0.2939), 0), ('957', np.float64(0.2816), 0), ('1013', np.float64(0.2779), 0), ('642', np.float64(0.265), 0), ('888', np.float64(0.2636), 0), ('827', np.float64(0.2545), 0), ('897', np.float64(0.2538), 0), ('739', np.float64(0.2504), 0), ('761', np.float64(0.2486), 0), ('760', np.float64(0.2421), 0)]",0.0,0.0,0.0,0.01838558583914621
111,Vetorial,0,0,"[('894', np.float64(0.4012), -1), ('766', np.float64(0.3088), 0), ('391', np.float64(0.3021), 2), ('658', np.float64(0.2968), 3), ('858', np.float64(0.2959), 0), ('948', np.float64(0.293), 0), ('627', np.float64(0.2799), 3), ('857', np.float64(0.2784), 0), ('1131', np.float64(0.2713), 0), ('856', np.float64(0.2679), 0)]",0.3,0.42857142857142855,0.3529411764705882,0.2595345609508171
112,Vetorial,0,0,"[('641', np.float64(0.5814), -1), ('730', np.float64(0.4406), 4), ('733', np.float64(0.3294), 0), ('736', np.float64(0.3195), 0), ('734', np.float64(0.2948), 0), ('735', np.float64(0.2835), 0), ('840', np.float64(0.2826), 0), ('1370', np.float64(0.267), 0), ('155', np.float64(0.2609), 0), ('955', np.float64(0.2605), 0)]",0.1,0.5,0.16666666666666669,0.3055555555555556
113,Vetorial,0,0,"[('748', np.float64(0.2052), 3), ('716', np.float64(0.1794), 0), ('265', np.float64(0.1708), 3), ('638', np.float64(0.1652), 0), ('708', np.float64(0.1646), 0), ('1272', np.float64(0.1619), 0), ('801', np.float64(0.1559), 0), ('755', np.float64(0.1522), 0), ('503', np.float64(0.147), 0), ('815', np.float64(0.145), 0)]",0.2,0.5,0.28571428571428575,0.43594964827841537
114,Vetorial,0,0,"[('895', np.float64(0.3827), -1), ('918', np.float64(0.2034), 0), ('757', np.float64(0.1834), 0), ('1290', np.float64(0.1724), 0), ('676', np.float64(0.1709), 0), ('794', np.float64(0.1703), 0), ('1239', np.float64(0.1622), 0), ('916', np.float64(0.1619), 2), ('775', np.float64(0.1613), 0), ('666', np.float64(0.1587), 0)]",0.1,0.25,0.14285714285714288,0.052451487958275804
115,Vetorial,0,0,"[('184', np.float64(0.185), -1), ('540', np.float64(0.1825), 0), ('625', np.float64(0.174), 0), ('13', np.float64(0.1711), 0), ('494', np.float64(0.1443), 0), ('327', np.float64(0.1345), 0), ('359', np.float64(0.1318), 0), ('1186', np.float64(0.1277), 0), ('14', np.float64(0.126), 0), ('730', np.float64(0.1246), 0)]",0.0,0.0,0.0,0.014347703044511554
116,Vetorial,0,0,"[('522', np.float64(0.3554), 0), ('605', np.float64(0.3487), 3), ('48', np.float64(0.3457), 0), ('1038', np.float64(0.3201), 0), ('1303', np.float64(0.3168), 0), ('423', np.float64(0.2973), 0), ('384', np.float64(0.289), 0), ('1218', np.float64(0.2689), 0), ('801', np.float64(0.2593), 0), ('123', np.float64(0.2577), 0)]",0.1,0.2,0.13333333333333333,0.12305074857784529
